engine_size,fuel_type,avg_speed,max_speed,avg_acceleration,trip_distance,trip_duration,speed_ratio,idle_ratio,speed_squared,fuel_used
1.901,0,68.1,123.6,1.16,25.65,29.41,1.81,0.232,4.64,1.02
1.465,0,95.7,149.3,4.14,60.39,49.45,1.56,0.234,9.16,4.26
1.676,0,87.3,112.1,4.38,59.62,50.76,1.28,0.193,7.62,2.92
2.348,0,25.2,29.6,4.45,38.56,121.61,1.17,0.245,0.64,3.0
1.502,0,85.3,159.4,1.54,57.91,47.07,1.87,0.135,7.28,2.13
1.853,0,84.6,191.3,4.4,9.33,8.73,2.26,0.242,7.16,0.6
2.136,0,42.7,99.5,4.49,9.89,15.34,2.33,0.094,1.82,0.67
1.357,0,96.5,197.9,3.97,22.37,14.25,2.05,0.024,9.31,1.49
1.658,0,79.8,131.7,1.27,1.85,1.63,1.65,0.147,6.37,0.08
1.743,0,42.1,66.6,3.36,35.81,68.39,1.58,0.254,1.77,1.53
1.909,0,22.5,55.7,1.87,6.8,22.33,2.48,0.188,0.51,0.38
1.798,0,48.0,105.6,1.58,65.8,100.7,2.2,0.183,2.3,2.43
1.85,0,33.1,71.3,3.32,26.35,57.22,2.15,0.165,1.1,1.8
1.822,0,92.9,147.1,0.8,17.14,12.28,1.58,0.099,8.63,0.86
1.3,0,92.4,210.8,4.58,14.26,8.89,2.28,0.0,8.54,0.8
2.169,0,93.6,159.4,1.16,41.48,28.57,1.7,0.069,8.76,2.75
2.046,0,74.7,93.7,0.7,79.55,64.94,1.25,0.016,5.58,2.96
1.528,0,13.5,22.3,4.91,27.96,139.44,1.65,0.109,0.18,1.94
1.911,0,87.5,202.3,0.55,62.47,48.42,2.31,0.115,7.66,2.89
1.88,0,98.8,213.1,1.87,43.53,36.91,2.16,0.284,9.76,3.17
1.417,0,73.6,116.6,0.54,32.87,27.26,1.58,0.017,5.42,1.02
1.705,0,84.5,93.0,2.19,20.05,14.48,1.1,0.017,7.14,0.75
1.525,0,60.0,90.5,2.8,30.77,41.17,1.51,0.253,3.6,1.18
1.892,0,39.7,49.6,5.74,5.76,9.13,1.25,0.047,1.58,0.4
1.684,0,24.8,54.5,1.17,51.16,119.06,2.2,0.0,0.62,1.99
2.391,0,27.1,61.0,3.5,7.15,21.81,2.25,0.274,0.73,0.54
2.332,0,25.2,57.8,0.57,41.43,126.73,2.29,0.222,0.64,2.54
2.391,0,83.8,196.4,1.6,23.45,17.54,2.34,0.043,7.02,1.36
1.772,0,59.0,78.1,4.3,14.24,15.28,1.32,0.052,3.48,0.66
2.256,0,76.6,153.5,1.36,44.22,32.69,2.0,0.0,5.87,2.29
1.796,0,13.6,20.2,5.76,76.34,362.45,1.49,0.071,0.18,5.66
1.515,0,45.3,109.9,1.28,61.32,77.51,2.43,0.0,2.05,2.13
1.758,0,79.8,126.1,3.95,16.17,11.83,1.58,0.0,6.37,0.96
2.401,0,89.9,177.6,4.95,6.45,4.59,1.98,0.062,8.08,0.51
2.063,0,42.0,54.9,3.78,65.34,101.84,1.31,0.083,1.76,3.07
1.536,0,31.4,47.7,4.04,48.47,115.59,1.52,0.199,0.99,2.43
2.289,0,28.4,49.9,4.91,15.23,30.73,1.76,0.0,0.81,1.42
1.712,0,71.5,81.2,4.3,25.97,20.22,1.14,0.0,5.11,1.39
1.589,0,44.8,54.3,1.31,24.54,31.05,1.21,0.0,2.01,0.8
1.307,0,53.5,68.1,2.19,74.16,81.58,1.27,0.0,2.86,2.26
1.547,0,76.7,143.1,5.36,44.77,40.88,1.87,0.143,5.88,2.28
1.499,0,92.5,144.2,2.55,61.03,42.33,1.56,0.065,8.56,3.74
2.186,0,63.8,148.9,0.77,21.31,22.7,2.33,0.117,4.07,0.83
2.193,0,92.7,157.0,2.38,76.96,55.91,1.69,0.109,8.59,6.16
1.722,0,91.9,174.3,4.69,65.13,45.54,1.9,0.066,8.45,5.19
2.318,0,42.7,94.4,5.68,50.23,89.7,2.21,0.213,1.82,3.98
2.314,0,45.6,53.4,2.71,54.23,80.29,1.17,0.111,2.08,2.94
1.728,0,67.1,91.3,4.62,44.11,39.52,1.36,0.002,4.5,1.97
2.198,0,53.4,74.9,5.82,57.49,89.05,1.4,0.275,2.85,3.76
1.87,0,90.8,166.6,4.39,20.92,15.53,1.83,0.11,8.24,1.62
1.547,0,10.1,11.7,5.88,20.15,147.43,1.16,0.188,0.1,1.54
1.961,0,23.8,50.4,3.8,58.77,190.37,2.12,0.222,0.57,4.43
1.988,0,40.7,81.7,0.88,71.89,101.71,2.01,0.0,1.66,2.58
2.279,0,63.8,105.3,3.1,68.51,68.94,1.65,0.065,4.07,4.07
1.406,0,79.9,182.7,1.5,35.0,25.83,2.29,0.0,6.38,1.27
1.942,0,67.2,92.4,1.66,4.28,4.05,1.38,0.056,4.52,0.17
2.33,0,70.0,119.7,5.74,57.82,67.65,1.71,0.267,4.9,4.91
1.611,0,14.8,31.3,1.17,24.92,117.82,2.11,0.143,0.22,1.23
2.021,0,25.0,40.8,3.89,77.62,235.43,1.63,0.209,0.62,5.8
2.215,0,63.3,86.6,4.17,50.25,57.22,1.37,0.168,4.01,2.9
1.934,0,40.1,73.3,1.59,64.61,95.99,1.83,0.0,1.61,2.3
1.823,0,69.2,118.5,2.02,45.1,41.98,1.71,0.069,4.79,1.93
2.407,0,55.2,86.1,4.55,3.9,4.82,1.56,0.121,3.05,0.25
2.405,0,11.1,20.8,4.57,39.32,200.36,1.87,0.0,0.12,4.54
1.922,0,65.3,93.5,3.16,34.9,30.06,1.43,0.0,4.26,1.44
2.305,0,31.6,43.4,3.28,61.73,109.12,1.37,0.0,1.0,4.48
1.443,0,13.3,15.6,5.09,10.32,42.95,1.17,0.0,0.18,0.63
2.313,0,33.6,56.8,0.72,36.48,77.44,1.69,0.159,1.13,2.0
1.699,0,38.4,48.0,2.52,8.86,17.77,1.25,0.221,1.47,0.47
2.464,0,87.9,170.6,4.35,23.53,19.52,1.94,0.177,7.73,1.87
1.878,0,78.2,116.9,2.25,74.05,52.73,1.49,0.0,6.12,3.51
2.395,0,64.9,121.0,1.87,28.12,34.47,1.86,0.246,4.21,1.45
1.918,0,19.0,21.3,5.8,30.78,116.8,1.12,0.168,0.36,2.4
2.12,0,93.9,179.0,1.19,46.96,38.5,1.91,0.221,8.82,3.12
2.356,0,68.4,161.4,3.93,11.37,10.52,2.36,0.052,4.68,0.68
2.391,0,78.4,160.5,2.16,15.54,15.2,2.05,0.218,6.15,0.97
1.571,0,65.5,75.7,2.29,38.02,33.92,1.16,0.0,4.29,1.4
1.551,0,21.7,30.1,4.73,34.61,113.18,1.39,0.154,0.47,1.69
1.341,0,50.1,112.4,5.37,7.85,10.99,2.24,0.145,2.51,0.36
1.766,0,84.7,109.0,5.64,60.36,58.61,1.29,0.27,7.17,3.86
1.736,0,94.4,140.3,2.33,56.36,45.95,1.49,0.22,8.91,3.86
1.546,0,81.8,174.6,0.85,31.59,24.13,2.13,0.04,6.69,1.04
2.48,0,67.8,142.7,5.87,30.8,35.46,2.1,0.231,4.6,2.41
2.343,0,26.3,63.8,1.7,26.77,78.06,2.43,0.218,0.69,1.71
2.03,0,50.0,107.0,1.76,5.62,7.08,2.14,0.047,2.5,0.24
1.502,0,41.9,69.6,0.82,47.08,90.49,1.66,0.255,1.76,1.18
2.017,0,69.8,117.8,4.36,33.45,33.13,1.69,0.132,4.87,1.62
2.13,0,69.5,80.2,2.53,78.34,75.1,1.15,0.099,4.83,3.61
2.392,0,74.6,142.9,4.89,69.28,62.88,1.92,0.114,5.57,5.64
1.763,0,97.0,201.4,0.96,69.17,48.79,2.08,0.123,9.41,3.45
1.96,0,47.5,110.6,1.62,66.29,98.71,2.33,0.152,2.26,2.47
2.466,0,56.1,84.6,3.08,68.77,77.41,1.51,0.05,3.15,3.71
1.455,0,36.8,80.7,3.09,18.97,30.41,2.19,0.0,1.35,0.86
2.428,0,40.9,101.6,3.17,15.15,29.91,2.48,0.257,1.67,0.94
2.152,0,98.5,115.3,1.03,57.92,36.72,1.17,0.039,9.7,3.41
1.347,0,12.0,26.2,1.24,37.95,228.26,2.18,0.169,0.14,1.54
1.333,0,80.5,89.7,4.69,71.57,59.55,1.11,0.104,6.48,3.03
1.872,0,45.0,105.4,5.42,27.53,44.32,2.34,0.172,2.02,1.79
2.454,0,55.8,96.8,2.03,76.75,80.17,1.73,0.0,3.11,4.1
1.639,0,35.1,58.5,5.99,5.34,10.86,1.67,0.159,1.23,0.32
1.485,0,49.6,90.0,1.92,26.0,29.67,1.81,0.0,2.46,0.78
2.46,0,95.0,149.0,3.64,72.86,41.56,1.57,0.0,9.03,7.98
2.438,0,18.2,24.1,5.78,43.47,129.99,1.32,0.0,0.33,4.57
1.84,0,72.4,154.0,5.97,23.71,22.97,2.13,0.145,5.24,1.68
1.787,0,25.2,62.2,5.19,40.37,115.5,2.47,0.168,0.64,2.72
1.953,0,72.5,132.0,5.95,49.3,44.29,1.82,0.079,5.26,3.81
1.505,0,44.6,70.7,2.87,62.76,96.43,1.59,0.124,1.99,2.35
1.992,0,40.8,91.1,1.81,18.73,31.74,2.23,0.132,1.66,0.76
1.311,0,68.3,124.0,2.95,77.39,80.6,1.82,0.157,4.66,2.63
1.467,0,61.2,141.7,3.71,57.72,61.46,2.32,0.079,3.75,2.05
1.849,0,45.5,105.3,1.84,77.37,140.7,2.31,0.275,2.07,2.94
1.718,0,90.6,222.3,2.94,26.36,20.3,2.45,0.14,8.21,1.95
1.628,0,76.3,89.4,0.77,31.52,26.69,1.17,0.071,5.82,1.0
1.889,0,38.9,53.3,2.2,78.02,133.04,1.37,0.095,1.51,3.99
1.992,0,98.5,141.7,4.25,57.56,42.2,1.44,0.169,9.7,4.5
2.112,0,15.8,30.6,4.57,17.67,88.63,1.94,0.243,0.25,1.43
2.313,0,51.4,72.2,1.24,76.31,83.41,1.4,0.0,2.64,3.09
1.717,0,65.8,122.6,1.19,23.89,22.21,1.86,0.019,4.33,0.74
1.793,0,73.4,103.1,2.52,31.88,36.18,1.4,0.28,5.39,1.64
2.26,0,31.7,37.9,2.24,22.08,48.18,1.2,0.133,1.0,1.45
2.33,0,86.0,137.9,4.28,25.71,16.69,1.6,0.0,7.4,1.98
1.312,0,46.8,73.1,4.31,61.53,82.99,1.56,0.049,2.19,2.33
1.653,0,50.2,106.3,4.31,79.0,95.61,2.12,0.012,2.52,3.8
2.032,0,92.4,121.9,4.63,45.89,30.91,1.32,0.036,8.54,4.14
1.701,0,62.1,145.6,3.63,50.91,57.03,2.34,0.137,3.86,2.06
1.579,0,54.3,83.3,1.5,40.83,47.89,1.53,0.058,2.95,1.2
1.857,0,22.0,52.8,5.27,56.9,147.9,2.4,0.0,0.48,4.55
2.27,0,79.1,99.6,4.04,66.91,60.33,1.26,0.159,6.26,4.72
1.85,0,57.6,66.1,4.01,7.43,8.65,1.15,0.105,3.32,0.33
1.955,0,22.0,45.5,4.87,13.91,36.12,2.07,0.0,0.48,0.95
2.353,0,57.5,100.9,1.09,52.31,72.82,1.75,0.25,3.31,2.52
2.051,0,16.8,21.1,0.77,21.34,73.76,1.26,0.0,0.28,1.1
1.762,0,94.9,185.5,5.09,57.12,34.53,1.95,0.0,9.01,5.2
1.63,0,67.5,106.5,5.99,21.82,20.16,1.58,0.038,4.56,1.22
1.33,0,72.7,153.8,5.1,77.98,89.32,2.12,0.279,5.29,3.29
2.286,0,68.2,136.8,1.21,52.36,64.09,2.01,0.281,4.65,2.59
1.827,0,13.6,21.9,5.05,56.42,281.19,1.61,0.115,0.18,4.06
1.812,0,52.2,125.3,4.03,25.62,34.24,2.4,0.14,2.72,1.16
2.467,0,42.4,75.0,2.45,54.92,95.68,1.77,0.188,1.8,3.21
0.18,1,38.4,49.0,4.11,4.14,7.76,1.28,0.166,1.47,0.13
0.367,1,50.4,87.8,0.92,53.99,84.24,1.74,0.237,2.54,1.68
0.226,1,85.5,199.0,1.84,44.5,31.11,2.33,0.0,7.31,1.14
0.373,1,83.8,181.3,0.77,67.65,54.2,2.16,0.106,7.02,2.62
0.264,1,18.2,39.3,3.7,15.74,51.58,2.16,0.0,0.33,0.76
0.117,1,62.9,143.2,0.6,4.87,5.51,2.28,0.157,3.96,0.06
0.198,1,41.5,80.3,2.01,3.1,5.68,1.93,0.211,1.72,0.07
0.274,1,76.8,157.1,1.63,28.85,21.71,2.05,0.0,5.9,0.86
0.303,1,87.3,213.7,3.96,15.54,10.18,2.45,0.0,7.62,0.81
0.274,1,65.6,143.9,4.37,66.92,56.81,2.19,0.0,4.3,2.69
0.355,1,35.8,71.5,2.23,76.68,117.81,2.0,0.0,1.28,3.91
0.15,1,74.1,99.8,1.79,40.06,44.03,1.35,0.263,5.49,0.65
0.143,1,78.3,141.0,5.51,12.58,11.79,1.8,0.182,6.13,0.29
0.147,1,71.5,138.1,4.65,25.45,24.0,1.93,0.11,5.11,0.6
0.395,1,36.3,54.9,2.45,45.6,77.34,1.51,0.025,1.32,2.62
0.18,1,90.6,112.8,4.11,72.65,47.36,1.25,0.0,8.21,3.0
0.236,1,95.1,194.7,2.16,15.88,10.54,2.05,0.049,9.04,0.6
0.143,1,19.4,32.8,4.88,12.17,36.33,1.69,0.0,0.38,0.38
0.159,1,18.8,25.1,5.58,65.9,226.52,1.34,0.072,0.35,2.39
0.261,1,70.9,145.8,3.96,22.02,17.13,2.06,0.0,5.03,0.88
0.367,1,61.3,138.9,5.95,13.93,16.99,2.27,0.197,3.76,0.85
0.394,1,98.7,203.5,1.84,64.09,37.15,2.06,0.0,9.74,4.42
0.373,1,44.5,88.2,2.87,35.58,50.62,1.98,0.052,1.98,1.65
0.381,1,94.7,127.3,5.31,59.26,38.54,1.34,0.026,8.97,4.62
0.18,1,92.1,183.0,4.47,21.32,17.5,1.99,0.206,8.48,0.77
0.213,1,66.4,86.6,5.03,19.57,21.68,1.3,0.184,4.41,0.56
0.279,1,19.7,22.1,5.5,22.3,88.96,1.12,0.237,0.39,1.5
0.163,1,33.9,68.7,5.81,73.35,149.48,2.03,0.132,1.15,2.57
0.141,1,98.0,240.1,1.4,24.65,14.34,2.45,0.0,9.6,0.55
0.345,1,44.0,53.8,2.38,78.53,130.09,1.22,0.177,1.94,2.77
0.15,1,98.8,222.2,2.05,6.54,3.69,2.25,0.0,9.76,0.16
0.274,1,93.6,168.1,5.14,36.23,29.13,1.8,0.203,8.76,2.48
0.152,1,42.5,84.7,0.89,29.56,48.72,1.99,0.143,1.81,0.46
0.242,1,83.4,142.2,4.88,48.04,46.43,1.71,0.256,6.96,1.87
0.281,1,66.7,112.3,1.29,8.39,6.86,1.68,0.0,4.45,0.24
0.171,1,29.0,61.8,2.26,40.98,83.2,2.13,0.0,0.84,1.11
0.355,1,87.7,146.4,4.69,12.37,7.65,1.67,0.0,7.69,0.63
0.276,1,51.0,93.1,0.54,34.39,50.94,1.83,0.206,2.6,0.81
0.32,1,31.0,69.4,3.74,17.65,34.79,2.24,0.018,0.96,0.98
0.349,1,47.4,69.3,5.27,53.87,76.65,1.46,0.11,2.25,2.65
0.161,1,66.4,106.4,5.98,38.93,40.21,1.6,0.125,4.41,0.97
0.375,1,82.1,142.2,4.45,47.31,39.63,1.73,0.128,6.74,2.6
0.239,1,32.1,76.4,2.34,76.23,166.21,2.38,0.143,1.03,2.76
0.263,1,21.6,35.1,1.05,50.21,156.69,1.62,0.11,0.47,1.66
0.166,1,24.8,41.4,5.6,57.12,153.32,1.67,0.099,0.62,1.82
0.125,1,98.6,200.5,2.07,47.28,27.47,2.03,0.0,9.72,1.16
0.152,1,68.3,98.6,4.45,62.37,67.76,1.44,0.191,4.66,1.28
0.368,1,17.1,26.7,1.87,79.05,303.63,1.56,0.086,0.29,4.74
0.305,1,29.1,41.7,2.05,33.48,70.22,1.43,0.017,0.85,1.19
0.364,1,96.9,152.9,2.36,1.56,1.2,1.58,0.195,9.39,0.11
0.144,1,24.4,53.8,3.89,4.54,13.52,2.2,0.174,0.6,0.11
0.211,1,79.3,177.3,2.7,75.83,63.3,2.24,0.094,6.29,2.35
0.245,1,90.8,215.3,0.98,74.98,65.04,2.37,0.238,8.24,3.1
0.16,1,82.5,188.9,2.09,76.23,51.28,2.29,0.0,6.81,1.44
0.261,1,61.8,123.8,0.59,76.87,68.83,2.0,0.0,3.82,1.62
0.104,1,61.0,146.7,4.16,65.99,58.85,2.4,0.0,3.72,0.95
0.238,1,54.9,65.9,4.26,40.75,57.12,1.2,0.22,3.01,1.22
0.145,1,68.3,91.6,5.3,49.44,42.5,1.34,0.0,4.66,1.12
0.256,1,16.6,32.8,1.89,64.49,305.1,1.98,0.236,0.28,2.94
0.251,1,50.9,109.7,1.23,44.21,61.14,2.16,0.148,2.59,0.97
0.225,1,86.8,199.5,1.05,8.17,5.82,2.3,0.03,7.53,0.23
0.139,1,74.8,92.9,3.93,29.13,30.25,1.24,0.228,5.6,0.55
0.292,1,31.2,65.5,5.31,11.02,28.26,2.1,0.25,0.97,0.64
0.138,1,48.5,64.3,4.35,60.95,71.85,1.33,0.0,2.35,1.09
0.344,1,94.3,171.5,5.73,43.32,30.24,1.82,0.089,8.89,4.03
0.248,1,52.5,93.8,5.16,66.72,84.01,1.79,0.092,2.76,2.29
0.248,1,61.5,88.2,4.87,39.43,41.05,1.43,0.063,3.78,1.21
0.172,1,95.4,145.7,1.43,37.39,24.77,1.53,0.051,9.1,0.9
0.197,1,59.0,110.5,2.46,36.34,51.1,1.87,0.277,3.48,0.77
0.177,1,31.9,55.5,4.68,17.27,40.75,1.74,0.203,1.02,0.48
0.226,1,79.8,125.6,3.6,17.19,16.43,1.57,0.213,6.37,0.5
0.356,1,27.8,64.6,2.44,58.09,132.85,2.32,0.056,0.77,3.36
0.138,1,26.1,46.7,0.95,16.48,51.97,1.79,0.271,0.68,0.3
0.213,1,93.1,173.4,1.98,56.49,44.76,1.86,0.187,8.67,2.32
0.18,1,70.5,82.7,1.13,1.31,1.56,1.17,0.285,4.97,0.05
0.336,1,55.9,85.0,1.33,23.49,27.43,1.52,0.081,3.12,0.79
0.262,1,17.0,19.1,1.06,33.43,161.24,1.12,0.268,0.29,1.21
0.341,1,52.0,83.5,1.1,70.2,104.62,1.61,0.226,2.7,2.02
0.254,1,53.9,106.5,5.7,46.8,60.96,1.98,0.145,2.91,1.62
0.119,1,26.9,30.8,4.59,58.14,125.53,1.14,0.0,0.72,1.26
0.146,1,37.1,53.7,2.55,21.12,39.09,1.45,0.126,1.38,0.42
0.396,1,15.0,19.5,0.79,50.44,187.08,1.3,0.0,0.23,2.68
0.254,1,57.4,108.3,1.44,16.62,18.4,1.89,0.056,3.29,0.42
0.163,1,20.5,50.4,0.62,64.41,243.94,2.46,0.227,0.42,1.18
0.141,1,23.1,48.0,4.04,62.84,223.41,2.08,0.269,0.53,1.59
0.147,1,31.9,72.7,1.65,6.73,15.84,2.28,0.201,1.02,0.13
0.376,1,68.5,84.0,5.71,21.43,20.06,1.23,0.064,4.69,1.13
0.115,1,54.7,69.6,2.71,28.71,40.51,1.27,0.223,2.99,0.38
0.146,1,43.0,69.8,1.33,64.08,112.09,1.62,0.202,1.85,0.82
0.21,1,19.5,38.6,1.17,78.89,313.22,1.98,0.225,0.38,2.35
0.274,1,92.0,172.6,1.46,30.92,26.65,1.88,0.243,8.46,1.42
0.295,1,88.0,206.9,5.56,8.49,6.78,2.35,0.146,7.74,0.48
0.327,1,64.6,86.1,4.89,57.89,50.71,1.33,0.0,4.17,2.54
0.152,1,40.4,45.5,2.7,44.44,79.85,1.13,0.173,1.63,0.75
0.351,1,29.4,37.3,5.18,13.37,37.86,1.27,0.279,0.86,0.91
0.25,1,98.3,121.5,2.17,51.42,33.74,1.24,0.07,9.66,2.38
0.12,1,59.4,114.5,4.09,21.2,23.18,1.93,0.076,3.53,0.36
0.158,1,84.4,159.3,4.69,57.37,40.94,1.89,0.004,7.12,1.51
0.36,1,48.9,120.0,2.99,12.28,16.49,2.45,0.086,2.39,0.6
0.196,1,88.1,205.6,2.43,7.58,6.52,2.33,0.208,7.76,0.19
0.335,1,49.8,88.6,4.78,31.21,42.17,1.78,0.108,2.48,1.41
0.21,1,57.3,127.9,2.49,42.42,54.87,2.23,0.19,3.28,0.96
0.183,1,94.0,198.6,3.67,52.17,30.46,2.11,0.0,8.84,2.08
0.253,1,59.1,94.7,0.95,16.27,22.72,1.6,0.273,3.49,0.36
0.24,1,14.7,16.9,4.44,43.51,205.0,1.15,0.134,0.22,1.92
0.323,1,25.1,34.3,3.03,23.62,57.8,1.37,0.023,0.63,1.16
0.295,1,84.2,141.9,0.9,22.62,22.41,1.69,0.281,7.09,0.72
0.313,1,10.7,19.5,0.71,45.97,350.67,1.82,0.265,0.11,2.16
0.262,1,51.2,124.1,4.2,6.13,8.14,2.42,0.117,2.62,0.21
0.241,1,51.0,97.7,2.46,13.98,18.94,1.92,0.132,2.6,0.4
0.299,1,40.5,97.6,5.52,17.54,23.9,2.41,0.0,1.64,0.86
0.348,1,97.1,227.8,3.8,42.87,24.21,2.35,0.0,9.43,3.06
0.238,1,66.6,125.2,4.58,23.1,24.61,1.88,0.154,4.44,0.68
0.224,1,77.5,160.5,5.95,22.95,20.42,2.07,0.13,6.01,0.91
0.232,1,87.1,179.2,5.35,17.08,15.73,2.06,0.252,7.59,0.62
0.367,1,39.6,61.0,3.32,75.31,105.42,1.54,0.0,1.57,4.09
0.357,1,45.6,62.9,2.84,31.46,56.2,1.38,0.263,2.08,1.33
0.252,1,99.0,173.4,0.82,21.72,14.72,1.75,0.106,9.8,0.74
0.384,1,79.0,116.6,3.75,57.99,60.37,1.48,0.27,6.24,3.44
0.255,1,79.7,150.4,3.54,10.06,7.29,1.89,0.0,6.35,0.38
0.181,1,11.9,25.1,0.68,48.03,283.24,2.11,0.145,0.14,1.33
0.245,1,15.7,29.4,5.13,79.75,339.88,1.87,0.103,0.25,4.13
0.372,1,27.2,53.4,2.73,4.25,10.07,1.96,0.069,0.74,0.22
0.306,1,95.4,140.7,4.96,5.37,3.95,1.47,0.145,9.1,0.33
0.38,1,79.0,159.7,5.03,52.15,54.84,2.02,0.278,6.24,3.5
0.377,1,56.5,71.4,3.4,11.02,14.0,1.26,0.164,3.19,0.48
0.287,1,10.9,15.0,3.2,76.09,457.3,1.38,0.084,0.12,3.79
0.314,1,64.3,97.6,2.76,18.2,23.49,1.52,0.277,4.13,0.58
0.212,1,12.3,17.3,4.79,16.89,77.45,1.41,0.0,0.15,0.74
0.103,1,17.6,39.3,4.74,73.3,331.66,2.23,0.247,0.31,1.73
0.116,1,80.5,183.8,4.89,41.17,31.19,2.28,0.016,6.48,0.89
0.318,1,98.3,129.6,1.74,17.73,14.03,1.32,0.229,9.66,0.84
0.12,1,99.9,113.4,5.09,29.86,23.69,1.14,0.243,9.98,0.81
0.37,1,93.4,103.9,0.91,20.78,16.48,1.11,0.19,8.72,1.19
0.238,1,64.6,88.1,4.93,77.42,74.37,1.36,0.033,4.17,2.51
0.126,1,60.3,108.8,1.29,35.92,38.14,1.8,0.063,3.64,0.43
0.276,1,10.8,23.4,4.42,29.94,154.1,2.17,0.0,0.12,1.86
0.387,1,31.6,49.1,1.51,46.58,86.45,1.55,0.0,1.0,2.1
0.309,1,60.4,99.1,2.81,45.41,40.73,1.64,0.0,3.65,1.43
0.364,1,17.0,35.5,5.56,22.38,85.72,2.09,0.079,0.29,1.93
0.365,1,94.8,202.4,0.98,53.86,37.67,2.14,0.095,8.99,3.02
0.115,1,27.2,60.0,3.0,24.83,59.81,2.21,0.084,0.74,0.48
0.325,1,34.5,43.6,1.89,73.74,152.71,1.26,0.16,1.19,3.09
0.279,1,42.9,95.7,3.38,10.22,13.79,2.23,0.0,1.84,0.36
0.381,1,37.8,87.6,4.7,20.58,29.99,2.32,0.0,1.43,1.3
0.319,1,28.0,45.4,3.26,58.31,119.53,1.62,0.0,0.78,2.79
0.246,1,58.7,131.8,1.44,64.82,82.58,2.25,0.198,3.45,1.63
0.31,1,47.1,60.9,4.16,42.45,65.96,1.29,0.18,2.22,1.6
0.372,1,62.9,76.7,2.97,60.75,75.16,1.22,0.229,3.96,2.51
0.368,1,34.1,57.1,5.44,71.8,157.02,1.67,0.195,1.16,5.43
0.127,1,87.8,136.0,1.48,19.91,15.09,1.55,0.098,7.71,0.27
0.196,1,22.1,33.5,3.65,35.91,104.65,1.52,0.068,0.49,1.18
0.368,1,78.1,122.2,4.59,13.01,9.65,1.56,0.0,6.1,0.73
0.342,1,32.2,38.3,1.22,68.84,156.09,1.19,0.178,1.04,2.58
0.267,1,57.5,116.0,1.78,69.29,76.26,2.02,0.052,3.31,2.0
0.105,1,43.5,69.3,3.49,6.75,12.06,1.59,0.228,1.89,0.08
0.303,1,82.3,155.3,4.57,53.29,41.87,1.89,0.072,6.77,2.81
0.188,1,61.4,131.6,2.58,24.92,27.51,2.14,0.115,3.77,0.58
0.379,1,59.1,119.7,5.47,8.79,9.07,2.03,0.016,3.49,0.52
0.347,1,87.1,146.4,0.99,35.58,24.89,1.68,0.015,7.59,1.25
0.332,1,16.8,37.9,2.85,48.09,162.27,2.26,0.0,0.28,2.8
0.127,1,96.5,215.2,3.03,18.66,15.86,2.23,0.268,9.31,0.46
0.148,1,60.7,147.0,0.52,19.81,26.81,2.42,0.27,3.68,0.24
0.134,1,61.3,141.4,3.12,79.57,96.54,2.31,0.193,3.76,1.18
0.398,1,46.7,70.2,3.57,25.04,30.34,1.5,0.0,2.18,1.0
0.235,1,85.3,162.2,6.0,23.66,17.31,1.9,0.039,7.28,0.94
0.149,1,35.7,78.9,5.48,78.03,133.26,2.21,0.016,1.27,2.51
0.198,1,20.2,46.8,4.0,14.01,46.4,2.32,0.103,0.41,0.46
0.321,1,50.8,126.2,0.8,29.05,39.15,2.48,0.124,2.58,0.88
0.195,1,75.6,175.7,5.66,64.6,67.95,2.32,0.245,5.72,2.35
0.348,1,37.3,61.8,2.24,37.92,63.61,1.66,0.041,1.39,2.02
0.194,1,18.8,34.5,0.81,9.73,31.35,1.84,0.009,0.35,0.26
0.23,1,82.0,175.1,2.84,27.36,21.19,2.14,0.055,6.72,0.93
0.116,1,11.2,24.8,3.12,11.34,61.83,2.21,0.017,0.13,0.27
0.358,1,73.9,131.2,3.36,78.04,87.62,1.78,0.277,5.46,3.71
0.343,1,27.8,38.9,4.22,33.0,97.27,1.4,0.268,0.77,1.69
0.253,1,92.7,219.3,1.36,29.96,23.46,2.37,0.173,8.59,1.15
0.39,1,92.3,123.1,1.17,7.75,6.82,1.33,0.261,8.52,0.4
0.225,1,50.4,97.7,0.89,18.91,30.75,1.94,0.268,2.54,0.43
0.334,1,11.7,18.2,3.95,22.74,157.99,1.56,0.262,0.14,1.52
0.122,1,91.8,224.1,0.93,43.06,29.6,2.44,0.049,8.43,0.81
0.154,1,62.0,151.4,3.27,7.55,8.84,2.44,0.173,3.84,0.14
0.357,1,49.1,67.3,1.55,61.73,77.91,1.37,0.032,2.41,2.24
0.162,1,39.0,68.3,5.69,74.61,115.18,1.75,0.003,1.52,2.27
0.145,1,55.9,97.5,5.45,74.47,87.27,1.74,0.084,3.12,1.58
0.369,1,82.6,91.3,2.26,34.32,25.3,1.11,0.015,6.82,1.41
0.111,1,67.9,99.6,0.79,19.25,22.13,1.47,0.231,4.61,0.2
0.245,1,47.4,117.0,1.6,18.01,23.84,2.47,0.044,2.25,0.43
0.214,1,92.0,180.5,2.77,74.82,45.1,1.96,0.0,8.46,2.84
0.27,1,65.4,75.6,2.72,52.28,59.91,1.16,0.199,4.28,1.57
0.196,1,18.4,31.2,1.21,75.86,281.4,1.7,0.121,0.34,2.04
0.33,1,54.8,84.1,4.97,69.51,94.11,1.53,0.191,3.0,2.84
